,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
356,39,1984-09-23,Roraima,13883.2,Ensino Superior,1,Casado,Tecnologia
357,52,1971-08-21,Rio de Janeiro,14627.64,Ensino Superior,0,Casado,Comércio
358,18,2005-12-27,Amazonas,3261.67,Ensino Superior,2,Casado,Educação
359,50,1974-02-18,Mato Grosso,16174.68,Ensino Superior,1,Casado,Comércio
360,32,1992-03-11,Mato Grosso,3141.51,Ensino Médio,2,Casado,Comércio
362,23,2001-04-01,Rondônia,4001.92,Ensino Superior,0,Casado,Indústria
363,29,1994-05-13,Acre,6817.69,Ensino Médio,0,Casado,Tecnologia
364,75,1949-04-11,Acre,4104.13,Ensino Médio,1,Divorciado,Comércio
367,62,1961-05-29,Rio Grande do Sul,11295.83,Ensino Médio,0,Casado,Tecnologia
369,27,1996-09-26,Santa Catarina,3803.36,Ensino Fundamental,1,Divorciado,Saúde
370,36,1987-04-13,Rio Grande do Sul,4974.06,Ensino Médio,0,Casado,Indústria
371,44,1980-01-23,Mato Grosso do Sul,7247.91,Ensino Médio,0,Solteiro,Tecnologia
372,50,1974-04-11,Amapá,5059.22,Ensino Médio,0,Casado,Tecnologia
373,64,1959-08-28,Acre,6610.37,Ensino Médio,2,Viúvo,Saúde
375,33,1990-04-24,Minas Gerais,4875.9,Ensino Médio,0,Casado,Saúde
376,58,1966-03-05,São Paulo,6828.98,Ensino Médio,1,Viúvo,Saúde
377,24,1999-11-23,Bahia,4584.89,Ensino Superior,1,Casado,Comércio
378,39,1984-04-21,Paraíba,4965.41,Ensino Médio,0,Casado,Indústria
380,65,1958-09-06,Acre,9483.91,Ensino Médio,0,Casado,Comércio
381,88,1935-09-23,Pernambuco,10412.68,Ensino Superior,0,Casado,Saúde
382,30,1993-11-09,Mato Grosso,6379.35,Ensino Médio,2,Casado,Educação
383,22,2001-11-15,Pará,6666.38,Ensino Superior,0,Solteiro,Comércio
384,40,1983-10-17,Rio Grande do Sul,6259.28,Ensino Médio,2,Casado,Indústria
385,35,1988-10-30,Bahia,9912.29,Ensino Superior,2,Divorciado,Comércio
387,57,1966-07-08,Espírito Santo,11934.12,Ensino Superior,0,Solteiro,Comércio
388,30,1993-12-12,Distrito Federal,6305.46,Ensino Médio,0,Casado,Comércio
389,29,1994-07-05,Mato Grosso,7270.61,Ensino Médio,0,Casado,Saúde
390,45,1978-11-28,Santa Catarina,3173.04,Ensino Fundamental,2,Divorciado,Educação
392,60,1963-05-06,Roraima,6446.3,Ensino Fundamental,1,Casado,Saúde
393,52,1971-05-12,Minas Gerais,8534.82,Ensino Médio,5,Casado,Tecnologia
394,41,1983-03-25,Paraíba,5849.17,Ensino Superior,1,Solteiro,Tecnologia
396,63,1961-02-13,Piauí,13352.12,Ensino Médio,0,Casado,Tecnologia
397,18,2005-10-17,Rio Grande do Norte,4331.64,Ensino Médio,0,Casado,Tecnologia
398,63,1961-04-07,Pará,6015.06,Ensino Médio,0,Viúvo,Educação
399,44,1979-09-27,Mato Grosso,5319.58,Ensino Fundamental,1,Casado,Educação
400,65,1959-01-03,Distrito Federal,18849.57,Ensino Médio,2,Casado,Tecnologia
403,19,2004-09-21,Amazonas,4745.75,Ensino Médio,1,Casado,Tecnologia
405,57,1966-07-31,Espírito Santo,5678.43,Ensino Médio,3,Casado,Saúde
406,57,1967-01-08,Piauí,6783.61,Ensino Médio,2,Solteiro,Indústria
407,59,1964-08-06,Pernambuco,8293.84,Ensino Médio,2,Solteiro,Educação
408,36,1987-11-30,Ceará,6231.16,Ensino Médio,2,Solteiro,Indústria
409,29,1994-07-19,Minas Gerais,6629.02,Ensino Médio,1,Solteiro,Indústria
410,48,1976-02-12,Rio Grande do Sul,12936.41,Ensino Superior,0,Casado,Saúde
411,46,1977-04-30,Rio Grande do Norte,7833.01,Ensino Médio,3,Casado,Tecnologia
413,70,1953-08-31,Alagoas,7464.29,Ensino Médio,1,Casado,Indústria
414,26,1997-07-22,Sergipe,6436.94,Ensino Superior,0,Solteiro,Indústria
415,49,1974-12-26,Santa Catarina,10841.06,Ensino Médio,1,Solteiro,Indústria
416,62,1961-10-30,Distrito Federal,11087.57,Ensino Médio,2,Solteiro,Comércio
417,24,2000-02-23,Tocantins,5321.89,Ensino Médio,1,Solteiro,Indústria
418,47,1976-04-30,Ceará,6822.42,Ensino Superior,0,Solteiro,Tecnologia
419,39,1984-06-01,Paraná,6101.11,Ensino Superior,0,Casado,Indústria
420,48,1975-06-05,Maranhão,7334.31,Ensino Superior,1,Casado,Tecnologia
421,42,1982-04-07,Paraíba,4572.2,Ensino Fundamental,1,Casado,Saúde
423,35,1988-11-05,Piauí,5878.26,Ensino Médio,0,Solteiro,Tecnologia
424,20,2003-10-28,Roraima,2491.71,Ensino Médio,1,Casado,Indústria
425,24,2000-02-24,Minas Gerais,7964.39,Ensino Superior,0,Casado,Comércio
426,53,1970-08-15,Rio Grande do Norte,13831.81,Ensino Superior,1,Casado,Tecnologia
427,31,1992-12-14,Rio Grande do Norte,2056.92,Ensino Fundamental,0,Casado,Saúde
428,40,1983-04-13,Paraná,10876.56,Ensino Médio,0,Casado,Tecnologia
429,42,1981-07-24,São Paulo,3946.22,Ensino Médio,3,Casado,Educação
430,23,2001-02-08,Rio de Janeiro,8535.91,Ensino Superior,0,Solteiro,Comércio
431,54,1970-02-01,Goiás,14347.78,Ensino Superior,0,Solteiro,Saúde
432,26,1997-08-16,Santa Catarina,10110.28,Ensino Superior,3,Divorciado,Comércio
433,41,1982-05-09,Ceará,8430.19,Ensino Médio,0,Casado,Tecnologia
434,29,1994-07-07,Mato Grosso do Sul,2188.7,Ensino Fundamental,2,Solteiro,Comércio
435,62,1961-10-26,Santa Catarina,12746.95,Ensino Médio,1,Casado,Indústria
436,29,1995-02-09,São Paulo,6914.81,Ensino Superior,1,Casado,Tecnologia
437,35,1989-03-26,Goiás,7179.16,Ensino Médio,0,Solteiro,Saúde
438,73,1950-07-28,Mato Grosso do Sul,6801.32,Ensino Superior,5,Casado,Educação
439,48,1976-03-28,Pernambuco,6317.85,Ensino Médio,3,Casado,Comércio
440,26,1998-02-06,Tocantins,8600.27,Pós-graduação,1,Solteiro,Saúde
441,19,2004-07-15,Paraná,4583.74,Ensino Superior,1,Divorciado,Comércio
442,41,1982-10-01,Bahia,7565.78,Ensino Médio,1,Casado,Comércio
443,46,1978-01-26,Distrito Federal,7715.93,Ensino Médio,0,Solteiro,Indústria
445,20,2003-11-21,Ceará,4067.28,Ensino Médio,2,Solteiro,Saúde
446,25,1998-09-02,Pernambuco,2907.08,Ensino Médio,2,Casado,Saúde
447,63,1960-10-31,Mato Grosso do Sul,13462.05,Ensino Médio,1,Casado,Tecnologia
448,52,1971-12-29,Piauí,8842.05,Ensino Médio,1,Solteiro,Indústria
449,35,1988-04-23,São Paulo,4639.97,Ensino Médio,1,Casado,Educação
451,60,1963-07-23,Paraíba,4388.38,Ensino Médio,0,Divorciado,Indústria
452,40,1983-07-23,Amazonas,12405.75,Ensino Superior,0,Divorciado,Tecnologia
453,20,2003-12-26,Amazonas,3262.13,Ensino Médio,1,Solteiro,Tecnologia
455,25,1998-11-11,Amazonas,5697.21,Ensino Médio,0,Solteiro,Saúde
456,59,1965-01-13,Sergipe,5353.31,Ensino Fundamental,3,Casado,Indústria
457,46,1978-02-03,São Paulo,12024.97,Ensino Superior,3,Casado,Saúde
458,43,1980-05-20,Espírito Santo,9700.74,Ensino Médio,0,Casado,Indústria
459,52,1971-06-15,Distrito Federal,6152.99,Ensino Médio,2,Divorciado,Tecnologia
460,29,1995-02-25,Pernambuco,7454.74,Ensino Médio,0,Solteiro,Comércio
461,44,1979-09-16,Pará,12527.7,Ensino Superior,0,Solteiro,Saúde
462,37,1987-03-14,Minas Gerais,6180.13,Ensino Médio,0,Casado,Tecnologia
463,41,1982-04-26,Paraná,9116.36,Ensino Médio,1,Solteiro,Saúde
464,27,1997-03-21,Rondônia,3566.09,Ensino Superior,1,Casado,Educação
465,19,2004-11-11,Sergipe,5268.45,Ensino Médio,1,Solteiro,Educação
466,74,1949-07-29,Pará,11705.55,Ensino Médio,0,Solteiro,Educação
469,21,2003-04-01,Maranhão,5233.35,Ensino Superior,1,Casado,Indústria
470,50,1974-01-27,Mato Grosso do Sul,8180.33,Ensino Médio,2,Casado,Tecnologia
471,26,1997-10-05,Distrito Federal,2642.4,Ensino Fundamental,1,Solteiro,Indústria
472,35,1988-06-25,Paraná,3750.35,Ensino Médio,1,Casado,Educação
473,29,1995-01-29,Pernambuco,7740.7,Ensino Médio,1,Casado,Indústria
475,29,1994-12-02,Tocantins,7372.2,Ensino Médio,0,Divorciado,Tecnologia
476,59,1964-11-06,Rondônia,6542.13,Ensino Médio,0,Casado,Saúde
477,53,1970-05-01,Santa Catarina,6085.85,Ensino Médio,0,Solteiro,Comércio
478,28,1995-10-17,Rio Grande do Norte,4493.24,Ensino Médio,2,Divorciado,Indústria
479,61,1962-09-04,Amapá,7569.09,Ensino Médio,1,Casado,Saúde
481,48,1975-11-28,Roraima,8253.42,Ensino Médio,0,Casado,Indústria
482,23,2000-07-13,Rio Grande do Norte,8137.56,Pós-graduação,3,Casado,Indústria
483,34,1990-01-27,Minas Gerais,7612.46,Ensino Superior,0,Viúvo,Indústria
484,62,1961-09-13,Maranhão,17386.74,Ensino Superior,1,Casado,Saúde
485,31,1992-05-19,Paraná,14807.94,Ensino Superior,2,Divorciado,Tecnologia
486,82,1942-01-18,Minas Gerais,4408.89,Ensino Fundamental,1,Solteiro,Tecnologia
487,70,1954-03-26,Pará,1714.53,Ensino Fundamental,0,Casado,Educação
488,40,1984-03-23,Tocantins,8007.31,Ensino Médio,2,Casado,Educação
490,34,1990-02-20,Amazonas,5688.4,Ensino Médio,1,Solteiro,Educação
491,35,1988-04-25,Mato Grosso do Sul,4229.18,Ensino Superior,2,Casado,Comércio
493,23,2000-12-10,Ceará,3358.95,Ensino Médio,0,Casado,Comércio
494,55,1968-06-22,Mato Grosso do Sul,8997.09,Pós-graduação,1,Casado,Comércio
495,19,2005-02-19,Distrito Federal,3618.17,Ensino Médio,2,Casado,Saúde
496,24,1999-10-03,Pará,3168.57,Ensino Fundamental,1,Casado,Indústria
497,29,1994-05-05,Maranhão,2799.02,Ensino Fundamental,0,Solteiro,Comércio
498,19,2004-07-19,São Paulo,5311.87,Ensino Médio,2,Solteiro,Saúde
499,62,1961-04-27,Minas Gerais,5597.7,Ensino Médio,0,Solteiro,Indústria
501,44,1979-06-02,Alagoas,8306.52,Ensino Médio,0,Casado,Indústria
502,47,1977-02-11,Amapá,10370.55,Ensino Médio,0,Solteiro,Saúde
503,35,1988-09-18,Paraná,5326.69,Ensino Médio,1,Casado,Saúde
505,20,2003-05-12,Paraíba,3106.11,Ensino Fundamental,1,Divorciado,Saúde
506,28,1996-02-11,Paraná,6052.37,Ensino Médio,3,Solteiro,Educação
507,50,1973-06-08,Distrito Federal,3946.73,Ensino Médio,2,Solteiro,Educação
508,18,2005-07-08,Bahia,5674.58,Ensino Médio,2,Casado,Educação
509,23,2000-06-03,Rio de Janeiro,11206.12,Ensino Superior,1,Solteiro,Saúde
510,37,1987-04-10,Pará,6399.6,Ensino Médio,0,Divorciado,Comércio
511,48,1975-11-12,Ceará,4052.71,Ensino Médio,0,Casado,Educação
512,63,1961-02-28,Distrito Federal,6991.17,Ensino Médio,5,Casado,Educação
513,38,1986-02-07,Mato Grosso,7319.04,Ensino Superior,2,Casado,Comércio
514,48,1975-11-17,Pará,9430.83,Ensino Superior,3,Casado,Comércio
515,44,1979-11-24,São Paulo,5223.35,Ensino Médio,2,Divorciado,Saúde
516,24,1999-12-13,Pará,7580.45,Ensino Superior,2,Casado,Tecnologia
517,46,1977-08-24,Ceará,8315.91,Ensino Superior,0,Solteiro,Indústria
519,65,1959-04-01,Alagoas,20321.66,Pós-graduação,1,Casado,Saúde
520,36,1987-11-24,Rio Grande do Sul,11126.27,Pós-graduação,3,Viúvo,Educação
523,48,1975-08-31,Rio de Janeiro,5929.82,Ensino Médio,1,Casado,Saúde
524,37,1986-10-04,Pará,7977.83,Ensino Superior,2,Casado,Comércio
525,29,1995-02-21,Mato Grosso,3741.62,Ensino Médio,2,Solteiro,Indústria
526,24,2000-01-09,Rio Grande do Norte,8284.2,Ensino Superior,0,Casado,Indústria
527,19,2004-09-24,Paraná,7687.99,Ensino Superior,1,Casado,Educação
528,61,1962-08-03,Amazonas,3031.75,Ensino Fundamental,1,Casado,Indústria
529,24,2000-04-05,Piauí,7205.75,Ensino Superior,2,Casado,Comércio
531,46,1978-03-17,Paraná,9844.89,Ensino Superior,1,Casado,Comércio
533,36,1987-09-22,Espírito Santo,13394.69,Ensino Superior,0,Solteiro,Saúde
534,47,1977-03-17,Amapá,6819.51,Ensino Fundamental,0,Solteiro,Saúde
535,21,2002-05-01,Pará,2053.61,Ensino Fundamental,0,Casado,Comércio
536,44,1980-03-23,Distrito Federal,8834.28,Ensino Médio,1,Casado,Saúde
537,43,1981-01-18,Minas Gerais,4503.28,Ensino Médio,1,Casado,Comércio
538,58,1966-02-20,Pará,7974.55,Ensino Médio,0,Divorciado,Educação
539,52,1971-09-05,Amapá,12328.82,Ensino Superior,0,Solteiro,Comércio
540,54,1969-11-15,Rio Grande do Sul,4959.76,Ensino Superior,1,Solteiro,Indústria
542,34,1990-03-19,Distrito Federal,5727.56,Ensino Médio,0,Divorciado,Indústria
543,22,2001-12-11,Mato Grosso,3265.68,Ensino Médio,3,Solteiro,Tecnologia
544,53,1971-03-31,São Paulo,6770.6,Ensino Médio,1,Casado,Saúde
545,80,1943-09-29,Minas Gerais,7446.33,Pós-graduação,0,Casado,Tecnologia
546,36,1988-03-02,Acre,4332.03,Ensino Médio,2,Solteiro,Comércio
547,24,1999-12-28,Tocantins,4928.28,Ensino Médio,2,Casado,Saúde
548,70,1953-10-31,Maranhão,3324.83,Ensino Médio,0,Divorciado,Tecnologia
549,65,1959-01-17,São Paulo,9382.05,Ensino Médio,2,Casado,Comércio
550,46,1977-09-04,Bahia,11336.92,Ensino Médio,1,Casado,Indústria
551,36,1987-09-17,Ceará,6569.83,Ensino Médio,1,Casado,Tecnologia
552,24,1999-05-29,Sergipe,7150.55,Ensino Médio,0,Casado,Saúde
553,47,1977-03-04,Bahia,7492.84,Ensino Fundamental,0,Casado,Tecnologia
554,54,1969-07-23,Amazonas,10298.86,Ensino Médio,1,Solteiro,Comércio
555,65,1959-03-02,Bahia,10431.76,Ensino Médio,3,Casado,Indústria
556,31,1992-11-21,Bahia,5642.03,Ensino Médio,4,Divorciado,Comércio
557,61,1963-01-14,Rio de Janeiro,11802.59,Ensino Médio,0,Casado,Comércio
558,74,1950-02-14,Minas Gerais,6226.0,Ensino Médio,0,Solteiro,Educação
559,43,1980-09-15,São Paulo,6872.32,Ensino Médio,1,Casado,Saúde
560,30,1993-11-23,Rio de Janeiro,2946.42,Ensino Médio,2,Casado,Comércio
561,27,1996-12-08,Rio Grande do Sul,3489.93,Ensino Médio,0,Casado,Educação
562,89,1934-04-13,Amazonas,11626.6,Ensino Superior,0,Casado,Comércio
563,64,1959-11-16,Santa Catarina,6588.7,Ensino Médio,0,Solteiro,Tecnologia
564,21,2002-06-16,Paraná,8712.9,Ensino Superior,1,Viúvo,Saúde
565,20,2003-10-14,Santa Catarina,3512.42,Ensino Médio,0,Casado,Comércio
567,74,1949-06-03,Ceará,4320.87,Ensino Médio,0,Casado,Comércio
568,64,1959-07-30,Paraíba,15528.91,Ensino Médio,1,Casado,Tecnologia
569,56,1967-07-17,Acre,10328.87,Ensino Médio,1,Casado,Comércio
570,55,1968-06-05,Pará,5770.31,Ensino Médio,3,Solteiro,Saúde
571,41,1982-11-16,Tocantins,6641.59,Ensino Médio,3,Casado,Saúde
572,20,2003-05-21,Rio Grande do Sul,6782.23,Ensino Superior,0,Solteiro,Tecnologia
573,23,2000-04-16,Mato Grosso do Sul,6600.65,Ensino Médio,2,Casado,Tecnologia
574,57,1967-03-10,Goiás,16901.01,Ensino Superior,0,Solteiro,Indústria
575,44,1980-03-08,Sergipe,6554.83,Ensino Superior,2,Solteiro,Comércio
576,24,1999-05-07,Rio Grande do Norte,4857.19,Ensino Médio,0,Solteiro,Indústria
577,22,2001-07-09,Acre,6666.04,Ensino Médio,0,Casado,Saúde
578,32,1991-08-24,Rio Grande do Norte,5746.67,Ensino Médio,0,Casado,Tecnologia
579,31,1992-05-23,Goiás,6843.54,Ensino Médio,1,Solteiro,Indústria
580,20,2004-03-21,Alagoas,7471.59,Ensino Médio,3,Solteiro,Tecnologia
581,25,1998-09-27,Pernambuco,15750.55,Pós-graduação,1,Casado,Tecnologia
582,22,2001-07-14,Acre,6646.76,Ensino Médio,2,Casado,Saúde
583,48,1976-03-25,Paraná,7548.45,Ensino Médio,4,Casado,Tecnologia
584,46,1977-06-12,Amapá,5226.29,Ensino Fundamental,0,Casado,Saúde
585,40,1983-12-01,Amapá,4746.48,Ensino Fundamental,1,Solteiro,Tecnologia
586,56,1967-10-29,Santa Catarina,5097.55,Ensino Fundamental,1,Casado,Saúde
587,44,1980-02-20,Mato Grosso,6528.06,Ensino Médio,0,Casado,Tecnologia
588,67,1956-10-03,Mato Grosso,5640.54,Ensino Fundamental,1,Solteiro,Educação
589,49,1974-08-23,Mato Grosso do Sul,9776.47,Ensino Médio,0,Casado,Comércio
590,63,1961-02-03,Roraima,4587.11,Ensino Fundamental,0,Solteiro,Comércio
591,59,1964-10-03,Roraima,12745.24,Ensino Médio,0,Casado,Educação
592,33,1990-04-30,Paraná,5805.66,Ensino Médio,3,Casado,Educação
593,31,1992-11-17,Rio de Janeiro,4002.56,Ensino Médio,3,Casado,Comércio
594,39,1985-02-25,Espírito Santo,7584.29,Ensino Médio,0,Solteiro,Indústria
595,35,1989-01-11,Piauí,9563.63,Ensino Superior,1,Divorciado,Indústria
596,19,2004-09-12,Rio Grande do Sul,6181.64,Ensino Médio,0,Solteiro,Saúde
597,81,1942-04-13,Amapá,7347.39,Ensino Superior,1,Solteiro,Saúde
598,58,1965-09-05,Amapá,7115.55,Ensino Médio,0,Divorciado,Tecnologia
599,59,1965-02-05,Pernambuco,3680.53,Ensino Fundamental,1,Casado,Comércio
600,18,2005-06-04,Amapá,4091.69,Ensino Médio,3,Casado,Indústria
603,73,1950-11-19,Tocantins,4639.02,Ensino Fundamental,1,Casado,Tecnologia
604,68,1955-12-13,Pernambuco,5278.09,Ensino Médio,0,Divorciado,Tecnologia
605,71,1953-04-07,Amazonas,3030.75,Ensino Fundamental,1,Casado,Indústria
606,33,1990-07-15,Espírito Santo,3329.3,Ensino Médio,0,Casado,Comércio
607,25,1998-11-17,Mato Grosso,4728.31,Ensino Médio,1,Casado,Indústria
608,31,1993-02-18,Ceará,3352.51,Ensino Fundamental,0,Divorciado,Indústria
609,66,1957-09-05,Ceará,6739.74,Pós-graduação,0,Casado,Saúde
610,29,1994-10-01,Bahia,14023.91,Ensino Superior,0,Casado,Tecnologia
611,25,1998-10-04,Pará,8574.47,Ensino Superior,1,Casado,Saúde
612,35,1988-12-22,Amapá,1815.4,Ensino Fundamental,0,Casado,Educação
613,21,2002-04-25,Acre,2743.57,Ensino Médio,0,Solteiro,Educação
614,44,1979-10-31,Mato Grosso,13203.91,Ensino Médio,0,Casado,Tecnologia
615,23,2000-06-07,Alagoas,8405.44,Ensino Superior,0,Divorciado,Comércio
616,47,1976-06-02,Rio Grande do Sul,4132.7,Ensino Fundamental,1,Casado,Comércio
617,20,2003-04-27,Rio Grande do Sul,3754.01,Ensino Fundamental,0,Casado,Comércio
618,59,1964-12-21,Santa Catarina,5467.87,Ensino Médio,0,Solteiro,Comércio
619,38,1985-05-16,Rio Grande do Sul,6570.58,Ensino Médio,1,Solteiro,Comércio
620,22,2001-08-31,Mato Grosso,3116.44,Ensino Médio,0,Divorciado,Comércio
621,21,2002-10-19,Piauí,11435.15,Pós-graduação,0,Solteiro,Educação
622,25,1999-03-07,Rondônia,4220.8,Ensino Médio,0,Casado,Comércio
623,61,1962-12-26,Paraíba,4882.21,Ensino Fundamental,0,Viúvo,Indústria
624,44,1979-10-15,Goiás,6889.59,Ensino Fundamental,3,Casado,Tecnologia
625,26,1997-04-27,Distrito Federal,6472.16,Ensino Médio,1,Solteiro,Educação
626,47,1977-04-11,Bahia,3863.41,Ensino Médio,0,Casado,Indústria
629,74,1950-01-09,Rondônia,7550.91,Ensino Fundamental,0,Casado,Indústria
630,37,1986-06-23,Rio Grande do Sul,5415.25,Ensino Médio,0,Casado,Saúde
631,64,1959-08-02,Rio Grande do Norte,6837.74,Ensino Médio,1,Solteiro,Indústria
633,49,1974-10-18,Rio Grande do Norte,5315.84,Ensino Médio,2,Casado,Tecnologia
634,23,2001-04-06,Goiás,6619.38,Ensino Superior,0,Casado,Saúde
635,38,1986-03-18,Tocantins,4086.25,Ensino Fundamental,0,Casado,Comércio
636,24,2000-04-09,Paraná,6894.06,Ensino Médio,1,Casado,Comércio
637,22,2001-11-23,Maranhão,4084.23,Ensino Médio,0,Solteiro,Saúde
638,22,2001-09-13,Rondônia,4863.98,Ensino Médio,2,Casado,Educação
639,40,1983-06-27,Pernambuco,5939.81,Ensino Médio,0,Casado,Educação
640,26,1997-07-20,Amazonas,7332.78,Ensino Médio,1,Solteiro,Tecnologia
643,41,1983-02-11,Tocantins,3709.51,Ensino Fundamental,0,Casado,Educação
645,35,1988-06-05,Paraná,10459.77,Ensino Médio,2,Solteiro,Tecnologia
646,43,1980-05-17,Alagoas,4053.05,Ensino Médio,0,Divorciado,Saúde
647,43,1981-02-04,Pará,10003.19,Ensino Superior,3,Casado,Educação
648,40,1984-03-27,Espírito Santo,3611.05,Ensino Médio,1,Casado,Saúde
649,25,1998-10-12,Tocantins,5386.12,Ensino Médio,3,Casado,Educação
650,20,2004-01-27,Sergipe,10498.26,Pós-graduação,0,Casado,Comércio
651,51,1972-12-24,Pernambuco,15421.41,Pós-graduação,0,Casado,Comércio
652,29,1994-07-22,Tocantins,9033.03,Ensino Superior,2,Casado,Indústria
654,43,1980-06-19,Piauí,6279.23,Ensino Médio,1,Casado,Tecnologia
655,85,1938-10-03,Paraíba,5391.68,Ensino Superior,2,Solteiro,Tecnologia
656,20,2003-09-14,Alagoas,6222.65,Ensino Médio,0,Casado,Indústria
657,49,1975-01-12,Ceará,8138.19,Ensino Médio,0,Casado,Tecnologia
658,26,1997-04-17,São Paulo,5811.81,Ensino Superior,5,Casado,Indústria
659,22,2002-03-13,Rio de Janeiro,2192.88,Ensino Fundamental,2,Casado,Tecnologia
661,21,2002-07-21,Tocantins,4439.53,Ensino Fundamental,1,Casado,Tecnologia
662,24,1999-11-26,Sergipe,6401.29,Ensino Médio,1,Casado,Saúde
664,60,1963-08-15,Tocantins,14156.42,Ensino Superior,2,Casado,Saúde
665,30,1993-05-11,Espírito Santo,6574.17,Ensino Superior,1,Casado,Educação
666,69,1954-12-15,Rio Grande do Norte,1930.38,Ensino Fundamental,0,Casado,Indústria
667,62,1961-05-11,Tocantins,3943.18,Ensino Fundamental,3,Solteiro,Saúde
668,56,1968-02-16,Mato Grosso,10044.5,Ensino Superior,3,Solteiro,Saúde
669,23,2000-09-19,Amapá,7288.6,Ensino Superior,1,Solteiro,Saúde
670,21,2003-04-09,Paraná,3323.74,Ensino Fundamental,0,Casado,Indústria
671,18,2005-10-30,Acre,3960.05,Ensino Médio,3,Solteiro,Comércio
672,35,1988-06-15,Piauí,4712.17,Ensino Médio,1,Solteiro,Indústria
673,42,1982-04-03,Acre,9023.65,Ensino Médio,0,Solteiro,Tecnologia
674,39,1984-05-04,Paraná,8192.37,Ensino Superior,1,Divorciado,Comércio
675,53,1970-11-20,Paraná,12198.93,Pós-graduação,1,Casado,Saúde
676,23,2000-12-16,Minas Gerais,2878.42,Ensino Médio,3,Divorciado,Comércio
677,43,1980-08-15,Tocantins,5053.62,Ensino Fundamental,0,Casado,Educação
678,59,1964-10-19,Distrito Federal,11235.29,Ensino Médio,0,Solteiro,Tecnologia
679,29,1994-09-04,Amazonas,2606.43,Ensino Fundamental,0,Casado,Educação
680,44,1979-04-13,Minas Gerais,8869.63,Ensino Superior,0,Casado,Educação
681,48,1975-06-09,Acre,15680.2,Ensino Superior,2,Solteiro,Saúde
682,76,1947-10-08,Rio de Janeiro,4169.66,Ensino Médio,1,Casado,Indústria
683,27,1996-11-09,Rio Grande do Norte,5392.57,Ensino Médio,1,Solteiro,Educação
684,60,1963-04-27,Mato Grosso do Sul,11082.89,Ensino Superior,0,Casado,Comércio
687,66,1958-02-11,Amazonas,5908.65,Ensino Médio,0,Casado,Tecnologia
688,60,1963-12-26,Rio Grande do Norte,2675.83,Ensino Fundamental,1,Casado,Indústria
689,22,2001-06-10,São Paulo,2678.64,Ensino Médio,0,Solteiro,Comércio
690,26,1998-01-28,Pernambuco,6282.78,Ensino Médio,3,Casado,Educação
691,40,1983-08-07,Amapá,5309.56,Ensino Fundamental,0,Casado,Tecnologia
692,44,1979-09-20,Piauí,3688.09,Ensino Fundamental,0,Casado,Comércio
693,35,1988-08-30,Sergipe,5717.39,Ensino Médio,0,Casado,Tecnologia
695,37,1986-04-16,Minas Gerais,8595.64,Ensino Médio,0,Viúvo,Saúde
696,26,1997-04-18,Rio Grande do Sul,5003.33,Ensino Superior,0,Casado,Tecnologia
697,22,2002-01-29,Amazonas,7612.16,Pós-graduação,1,Divorciado,Indústria
698,57,1967-02-07,Paraná,14757.25,Ensino Médio,0,Casado,Tecnologia
699,25,1998-06-18,Ceará,10311.06,Pós-graduação,1,Solteiro,Educação
700,49,1974-06-20,Rio Grande do Norte,7934.85,Ensino Médio,1,Casado,Indústria
701,22,2001-05-17,Mato Grosso do Sul,3795.53,Ensino Superior,0,Solteiro,Saúde
